"","latitude","longitude","depth","mb","name","source","Country","datetime","max_yield","medium","confirmation","salvo"
"1002",37,-116,0,NA,"Akbar","NV209","USA","11/9/1972 12:00:00 AM",20,"Underground","confirmed",0
"1003",37,-116,0,NA,"Arsenate","NV209","USA","11/9/1972 12:00:00 AM",20,"Underground","confirmed",0
"1004",37,-116,0,NA,"Canna-Umbrinus","NV209","USA","11/17/1972 12:00:00 AM",40,"Air","confirmed",1
"1005",37,-116,0,NA,"Tuloso","NV209","USA","12/12/1972 12:00:00 AM",20,"Underground","confirmed",0
"1006",37,-116,0,NA,"Solanum","NV209","USA","12/14/1972 12:00:00 AM",20,"Underground","confirmed",0
"1007",37,-116,0,NA,"Flax-Test","NV209","USA","12/21/1972 12:00:00 AM",220,"Air","confirmed",1
"1008",37.1399,-116.0833,0.44,5,"Flax-Source","SPRINGER","USA","12/21/1972 8:15:00 PM",20,"Underground","confirmed",0
"1009",37,-116,0,NA,"Alumroot","NV209","USA","2/14/1973 12:00:00 AM",20,"Underground","confirmed",0
"1010",37.1036,-116.0267,0.57,5.4,"Miera","SPRINGER","USA","3/8/1973 4:10:00 PM",200,"Underground","confirmed",0
"1011",37,-116,0,NA,"Gazook","NV209","USA","3/23/1973 12:00:00 AM",20,"Underground","confirmed",0
"1012",37,-116,0,NA,"Natoma","NV209","USA","4/5/1973 12:00:00 AM",20,"Underground","confirmed",0
"1013",37.0048,-116.0284,0.45,4.7,"Angus","SPRINGER","USA","4/25/1973 10:25:00 PM",40,"Air","confirmed",1
"1014",37,-116,0,NA,"Colmor","NV209","USA","4/26/1973 12:00:00 AM",20,"Underground","confirmed",0
"1015",37.1231,-116.0585,0.56,5.6,"Starwort","SPRINGER","USA","4/26/1973 5:15:00 PM",90,"Underground","confirmed",0
"1016",37,-116,0,NA,"Mesita","NV209","USA","5/9/1973 12:00:00 AM",20,"Underground","confirmed",0
"1017",39.793,-108.3666,2.04,5.4,"Rio Blanco-1","SPRINGER","USA","5/17/1973 4:00:00 PM",99,"Air","confirmed",1
"1018",37,-116,0,NA,"Kashan","NV209","USA","5/24/1973 12:00:00 AM",20,"Underground","confirmed",0
"1019",37.29,-116.1,0,4.8,"Cabresto","ISC","USA","5/24/1973 1:30:03 PM",20,"Underground","confirmed",0
"1020",37.185,-116.2151,0.39,5.1,"Dido Queen","SPRINGER","USA","6/5/1973 5:00:00 PM",20,"Underground","confirmed",0
"1021",37.2451,-116.346,1.06,6.1,"Almendro","SPRINGER","USA","6/6/1973 1:00:00 PM",1000,"Underground","confirmed",0
"1022",37.08,-115.99,0,5.3,"Potrillo","ISC","USA","6/21/1973 2:44:59 PM",200,"Underground","confirmed",0
"1023",37,-116,0,NA,"Silene","NV209","USA","6/28/1973 12:00:00 AM",20,"Underground","confirmed",0
"1024",37.1484,-116.0859,0.47,4.9,"Portulaca","SPRINGER","USA","6/28/1973 7:15:12 PM",200,"Underground","confirmed",0
"1025",37,-116,0,NA,"Waller","NV209","USA","10/2/1973 12:00:00 AM",20,"Underground","confirmed",0
"1026",37.2,-115.8,0,NA,"Polygonum","AEC","USA","10/2/1973 3:15:00 PM",20,"Underground","confirmed",0
"1027",37.2004,-116.2032,0.41,4.8,"Husky Ace","SPRINGER","USA","10/12/1973 5:00:00 PM",20,"Underground","confirmed",0
"1028",37.011,-116.0245,0.28,4.4,"Bernal","AEC","USA","11/28/1973 3:30:00 PM",20,"Underground","confirmed",0
"1029",36.93,-116.03,0,4.4,"Pajara","ISC","USA","12/12/1973 7:00:03 PM",20,"Underground","confirmed",0
"1030",37,-116,0,NA,"Seafoam","NV209","USA","12/13/1973 12:00:00 AM",20,"Underground","confirmed",0
"1031",37,-116,0,NA,"Elida","NV209","USA","12/19/1973 12:00:00 AM",20,"Underground","confirmed",0
"1032",37,-116,0,NA,"Spar","NV209","USA","12/19/1973 12:00:00 AM",20,"Underground","confirmed",0
"1033",37,-116,0,NA,"Pinedrops-Sloat","NV209","USA","1/10/1974 12:00:00 AM",60,"Air","confirmed",1
"1034",37.1043,-116.0528,0.64,5.8,"Latir","AEC","USA","2/27/1974 5:00:00 PM",200,"Underground","confirmed",0
"1035",37,-116,0,NA,"Hulsea","NV209","USA","3/14/1974 12:00:00 AM",20,"Underground","confirmed",0
"1036",37,-116,0,NA,"Sapello","NV209","USA","4/12/1974 12:00:00 AM",20,"Underground","confirmed",0
"1037",37,-116,0,NA,"Potrero","NV209","USA","4/23/1974 12:00:00 AM",20,"Underground","confirmed",0
"1038",37,-116,0,NA,"Plomo","NV209","USA","5/1/1974 12:00:00 AM",20,"Underground","confirmed",0
"1039",37,-116,0,NA,"Jib","NV209","USA","5/8/1974 12:00:00 AM",20,"Underground","confirmed",0
"1040",37.06,-116.11,0,4.2,"Grove","ISC","USA","5/22/1974 2:15:00 PM",20,"Underground","confirmed",0
"1041",36.96,-116.02,0,4.4,"Jara","ISC","USA","6/6/1974 2:40:01 PM",20,"Underground","confirmed",0
"1042",37.2103,-116.2073,0.39,5,"Ming Blade","AEC","USA","6/19/1974 4:00:00 PM",20,"Underground","confirmed",0
"1043",37.0675,-116.0318,0.64,5.7,"Escabosa","AEC","USA","7/10/1974 4:00:00 PM",200,"Underground","confirmed",0
"1044",37.09,-116.05,0,4.1,"Crestlake-Tansan","ISC","USA","7/18/1974 2:00:01 PM",40,"Air","confirmed",1
"1045",37.0234,-116.0364,0.43,4.6,"Puye","AEC","USA","8/14/1974 2:00:00 PM",20,"Underground","confirmed",0
"1046",37.1525,-116.0833,0.66,5.8,"Portmanteau","AEC","USA","8/30/1974 3:00:00 PM",200,"Underground","confirmed",0
"1047",36.97,-116.02,0,4.4,"Pratt","ISC","USA","9/25/1974 2:00:01 PM",20,"Underground","confirmed",0
"1048",37,-116,0,NA,"Trumbull","NV209","USA","9/26/1974 12:00:00 AM",20,"Underground","confirmed",0
"1049",37.1326,-116.0684,0.57,5.6,"Stanyan","AEC","USA","9/26/1974 3:05:00 PM",200,"Underground","confirmed",0
"1050",37,-116,0,NA,"Estaca","NV209","USA","10/17/1974 12:00:00 AM",20,"Underground","confirmed",0
"1051",37.2011,-116.2039,0.4,NA,"Hybla Fair","AEC","USA","10/28/1974 3:00:00 PM",20,"Underground","confirmed",0
"1052",37,-116,0,NA,"Temescal","NV209","USA","11/2/1974 12:00:00 AM",20,"Underground","confirmed",0
"1053",37,-116,0,NA,"Puddle","NV209","USA","11/26/1974 12:00:00 AM",20,"Underground","confirmed",0
"1054",36.88,-115.97,0,4.3,"Keel","ISC","USA","12/16/1974 5:30:00 PM",20,"Underground","confirmed",0
"1055",37,-116,0,NA,"Teleme","NV209","USA","2/6/1975 12:00:00 AM",20,"Underground","confirmed",0
"1056",37,-116,0,NA,"Portola","NV209","USA","2/6/1975 12:00:00 AM",40,"Air","confirmed",1
"1057",37,-116,0,NA,"Bilge","NV209","USA","2/19/1975 12:00:00 AM",20,"Underground","confirmed",0
"1058",37.1062,-116.0563,0.71,5.7,"Topgallant","ERDA","USA","2/28/1975 3:15:00 PM",200,"Underground","confirmed",0
"1059",37.134,-116.0842,0.6,5.5,"Cabrillo","ERDA","USA","3/7/1975 3:00:00 PM",200,"Underground","confirmed",0
"1060",37.1879,-116.2139,0.38,4.9,"Dining Car","ERDA","USA","4/5/1975 7:45:00 PM",20,"Underground","confirmed",0
"1061",37.1157,-116.0874,0.41,4.6,"Edam","ERDA","USA","4/24/1975 2:10:00 PM",200,"Underground","confirmed",0
"1062",37.1089,-116.0288,0.57,5.2,"Obar","ERDA","USA","4/30/1975 3:00:00 PM",200,"Underground","confirmed",0
"1063",37.2208,-116.4742,0.77,6,"Tybo","ERDA","USA","5/14/1975 2:00:00 PM",1000,"Underground","confirmed",0
"1064",37.3401,-116.5229,0.73,5.9,"Stilton","ERDA","USA","6/3/1975 2:20:00 PM",200,"Underground","confirmed",0
"1065",37.0948,-116.0361,0.64,5.7,"Mizzen","ERDA","USA","6/3/1975 2:40:00 PM",200,"Underground","confirmed",0
"1066",37,-116,0,NA,"Alviso","NV209","USA","6/11/1975 12:00:00 AM",20,"Underground","confirmed",0
"1067",37,-116,0,NA,"Futtock","NV209","USA","6/18/1975 12:00:00 AM",20,"Underground","confirmed",0
"1068",37.3503,-116.3202,0.91,6.1,"Mast","ERDA","USA","6/19/1975 1:00:00 PM",1000,"Underground","confirmed",0
"1069",37.2789,-116.3686,1.31,6.2,"Camembert","ERDA","USA","6/26/1975 12:30:00 PM",1000,"Underground","confirmed",0
"1070",37.0236,-116.0291,0.43,4.6,"Marsh","ERDA","USA","9/6/1975 5:00:00 PM",20,"Underground","confirmed",0
"1071",37.2216,-116.1797,0.35,4.7,"Husky Pup","ERDA","USA","10/24/1975 5:11:26 PM",20,"Underground","confirmed",0
"1072",37.2901,-116.4115,1.27,6.4,"Kasseri","ERDA","USA","10/28/1975 2:30:00 PM",1000,"Underground","confirmed",0
"1073",36.99,-116.04,0,4.4,"Deck","ISC","USA","11/18/1975 3:30:00 PM",20,"Underground","confirmed",0
"1074",37.225,-116.3676,0.82,6,"Inlet","ERDA","USA","11/20/1975 3:00:00 PM",1000,"Underground","confirmed",0
"1075",37.1173,-116.0189,0.33,5,"Leyden","ERDA","USA","11/26/1975 3:30:00 PM",20,"Underground","confirmed",0
"1076",37.1276,-116.0616,0.72,5.7,"Chiberta","ERDA","USA","12/20/1975 8:00:00 PM",200,"Underground","confirmed",0
"1077",37.2966,-116.3332,1.45,6.2,"Muenster","ERDA","USA","1/3/1976 7:15:00 PM",1000,"Underground","confirmed",0
"1078",37.0693,-116.0302,0.64,5.8,"Keelson","ERDA","USA","2/4/1976 2:20:00 PM",200,"Underground","confirmed",0
"1079",37.1066,-116.0374,0.66,5.7,"Esrom","ERDA","USA","2/4/1976 2:40:00 PM",200,"Underground","confirmed",0
"1080",37.2714,-116.4884,1.22,6.3,"Fontina","ERDA","USA","2/12/1976 2:45:00 PM",1000,"Underground","confirmed",0
"1081",37.2426,-116.4202,1.17,6,"Cheshire","ERDA","USA","2/14/1976 11:30:00 AM",500,"Underground","confirmed",0
"1082",36.9,-115.99,0,4.2,"Shallows","ISC","USA","2/26/1976 2:50:03 PM",20,"Underground","confirmed",0
"1083",37.31,-116.3642,0.87,6,"Estuary","ERDA","USA","3/9/1976 2:00:00 PM",500,"Underground","confirmed",0
"1084",37.306,-116.4715,1.27,6.3,"Colby","ERDA","USA","3/14/1976 12:30:00 PM",1000,"Underground","confirmed",0
"1085",37.2559,-116.3119,0.88,6.1,"Pool","ERDA","USA","3/17/1976 2:15:00 PM",500,"Underground","confirmed",0
"1086",37.1073,-116.0525,0.78,5.8,"Strait","ERDA","USA","3/17/1976 2:45:00 PM",500,"Underground","confirmed",0
"1087",37.2091,-116.2125,0.4,4.9,"Mighty Epic","ERDA","USA","5/12/1976 7:50:00 PM",20,"Underground","confirmed",0
"1088",37.27,-116.33,0,NA,"Rivoli","ISC","USA","5/20/1976 5:30:03 PM",20,"Underground","confirmed",0
"1089",37.0754,-116.0438,0.64,5.3,"Billet","ERDA","USA","7/27/1976 8:30:00 PM",150,"Underground","confirmed",0
"1090",37,-116,0,NA,"Gouda","NV209","USA","10/6/1976 12:00:00 AM",20,"Underground","confirmed",0
"1091",37,-116,0,NA,"Sprit","NV209","USA","11/10/1976 12:00:00 AM",20,"Underground","confirmed",0
"1092",37.1717,-116.0527,0.32,NA,"Chevre","ERDA","USA","11/23/1976 3:15:00 PM",20,"Underground","confirmed",0
"1093",37.0793,-116.0016,0.43,4.9,"Redmud","ERDA","USA","12/8/1976 2:49:30 PM",20,"Underground","confirmed",0
"1094",37,-116,0,NA,"Sutter","NV209","USA","12/21/1976 12:00:00 AM",20,"Underground","confirmed",0
"1095",37.1239,-116.0675,0.33,NA,"Asiago","ERDA","USA","12/21/1976 3:09:00 PM",20,"Underground","confirmed",0
"1096",37.1005,-116.0365,0.64,5.5,"Rudder","ERDA","USA","12/28/1976 6:00:00 PM",150,"Underground","confirmed",0
"1097",37,-116.07,0,4.6,"Cove","ISC","USA","2/16/1977 5:53:00 PM",40,"Air","confirmed",1
"1098",37,-116,0,NA,"Dofino","NV209","USA","3/8/1977 12:00:00 AM",40,"Air","confirmed",1
"1099",37.1202,-116.0623,0.69,5.6,"Marsilly","ERDA","USA","4/5/1977 3:00:00 PM",150,"Underground","confirmed",0
"1100",37.0948,-116.0279,0.59,5.4,"Bulkhead","ERDA","USA","4/27/1977 3:00:00 PM",150,"Underground","confirmed",0
"1101",37.0943,-116.0449,0.56,5.3,"Crewline","ERDA","USA","5/25/1977 5:00:00 PM",150,"Underground","confirmed",0
"1102",37,-116,0,NA,"Forefoot","NV209","USA","6/2/1977 12:00:00 AM",20,"Underground","confirmed",0
"1103",37.11,-116.08,0,NA,"Carnelian","ISC","USA","7/28/1977 2:07:00 PM",20,"Underground","confirmed",0
"1104",37.0866,-116.0069,0.52,5.1,"Strake","ERDA","USA","8/4/1977 4:40:00 PM",150,"Underground","confirmed",0
"1105",37.15,-116.06,0,NA,"Flotost","ISC","USA","8/16/1977 2:41:01 PM",20,"Underground","confirmed",0
"1106",37.15,-116.06,0,NA,"Gruyere","ISC","USA","8/16/1977 3:49:00 PM",40,"Air","confirmed",1
"1107",37.01,-115.96,0,NA,"Scupper","ISC","USA","8/19/1977 5:32:00 PM",20,"Underground","confirmed",0
"1108",37.11,-116.0545,0.7,5.6,"Scantling","ERDA","USA","8/19/1977 5:55:00 PM",150,"Underground","confirmed",0
"1109",37.0328,-116.0431,0.38,4.5,"Ebbtide","ERDA","USA","9/15/1977 2:36:30 PM",20,"Underground","confirmed",0
"1110",37.1512,-116.0676,0.53,4.8,"Coulommiers","ERDA","USA","9/27/1977 2:00:00 PM",150,"Underground","confirmed",0
"1111",37.0076,-116.0167,0.38,4.4,"Bobstay","ERDA","USA","10/26/1977 2:15:00 PM",20,"Underground","confirmed",0
"1112",37.1878,-116.213,0.39,4.7,"Hybla Gold","ERDA","USA","11/1/1977 6:06:00 PM",20,"Underground","confirmed",0
"1113",37.0721,-116.05,0.7,5.8,"Sandreef","ERDA","USA","11/9/1977 10:00:00 PM",150,"Underground","confirmed",0
"1114",37.0206,-116.0251,0.37,4.7,"Seamount","ERDA","USA","11/17/1977 7:30:00 PM",20,"Underground","confirmed",0
"1115",36.96,-116.04,0,NA,"Rib","ISC","USA","12/14/1977 3:00:03 PM",20,"Underground","confirmed",0
"1116",37.1359,-116.086,0.67,5.7,"Farallones","ERDA","USA","12/14/1977 3:30:00 PM",150,"Underground","confirmed",0
"1117",37.1261,-116.0317,0.32,3.8,"Campos","DOE","USA","2/13/1978 9:53:00 PM",20,"Underground","confirmed",0
"1118",37.1237,-116.0638,0.66,5.6,"Reblochon","DOE","USA","2/23/1978 5:00:00 PM",150,"Underground","confirmed",0
"1119",37.01,-116.1,0,4,"Karab","ISC","USA","3/16/1978 3:00:00 PM",20,"Underground","confirmed",0
"1120",37,-116,0,NA,"Topmast","NV209","USA","3/23/1978 12:00:00 AM",20,"Underground","confirmed",0
"1121",37.1018,-116.0511,0.64,5.6,"Iceberg","DOE","USA","3/23/1978 4:30:00 PM",150,"Underground","confirmed",0
"1122",37.2996,-116.3267,0.63,5.4,"fondutta","DOE","USA","4/11/1978 3:30:00 PM",150,"Underground","confirmed",0
"1123",37,-116,0,NA,"Asco","NV209","USA","4/25/1978 12:00:00 AM",20,"Underground","confirmed",0
"1124",37.0878,-116.0526,0.64,NA,"Transom","DOE","USA","5/10/1978 12:00:00 AM",0,"Underground","confirmed",0
"1125",37,-116.25,0,NA,"Jackpots","ISC","USA","6/1/1978 5:00:01 PM",20,"Underground","confirmed",0
"1126",37.08,-116.04,0,4,"Satz","ISC","USA","7/7/1978 1:59:59 PM",20,"Underground","confirmed",0
"1127",37.0787,-116.0438,0.56,5.6,"Lowball","DOE","USA","7/12/1978 5:00:00 PM",150,"Underground","confirmed",0
"1128",37.2759,-116.3573,0.68,5.6,"Panir","DOE","USA","8/31/1978 2:00:00 PM",150,"Underground","confirmed",0
"1129",37.2088,-116.2108,0.39,4.6,"Diablo Hawk","DOE","USA","9/13/1978 3:15:00 PM",20,"Underground","confirmed",0
"1130",37,-116,0,NA,"Cremino","NV209","USA","9/27/1978 12:00:00 AM",40,"Air","confirmed",1
"1131",37.0798,-116.0513,0.44,5,"Draughts","DOE","USA","9/27/1978 5:00:00 PM",150,"Underground","confirmed",0
"1132",37.0739,-116.0198,0.64,5.8,"Rummy","DOE","USA","9/27/1978 5:20:00 PM",150,"Underground","confirmed",0
"1133",37.2879,-116.2975,0.58,4.2,"Emmenthal","DOE","USA","11/2/1978 3:25:00 PM",20,"Underground","confirmed",0
"1134",37.01,-116.04,0,NA,"Concentration","ISC","USA","12/1/1978 5:07:30 PM",20,"Underground","confirmed",0
"1135",37.2734,-116.4103,0.69,5.6,"Farm","DOE","USA","12/16/1978 3:30:00 PM",150,"Underground","confirmed",0
"1136",37.1054,-116.0117,0.33,4.5,"Baccarat","DOE","USA","1/24/1979 6:00:00 PM",20,"Underground","confirmed",0
"1137",37.1025,-116.0548,0.58,5.5,"Quinella","DOE","USA","2/8/1979 8:00:00 PM",150,"Underground","confirmed",0
"1138",37.152,-116.0718,0.54,4.9,"Kloster","DOE","USA","2/15/1979 6:05:00 PM",150,"Underground","confirmed",0
"1139",37.0278,-116.0398,0.37,4.4,"Memory","DOE","USA","3/14/1979 6:30:00 PM",20,"Underground","confirmed",0
"1140",36.96,-116.01,0,NA,"Freezeout","ISC","USA","5/11/1979 4:00:00 PM",20,"Underground","confirmed",0
"1141",37.2897,-116.4553,0.68,5.5,"Pepato","DOE","USA","6/11/1979 2:00:00 PM",150,"Underground","confirmed",0
"1142",37.1076,-116.0151,0.34,4,"Chess","DOE","USA","6/20/1979 3:00:13 PM",20,"Underground","confirmed",0
"1143",37.1432,-116.0875,0.54,5,"Fajy","DOE","USA","6/28/1979 2:44:00 PM",150,"Underground","confirmed",0
"1144",37.084,-116.0699,0.45,4.6,"Burzet","DOE","USA","8/3/1979 3:07:30 PM",150,"Underground","confirmed",0
"1145",37.0147,-116.008,0.4,4.9,"Offshore","DOE","USA","8/8/1979 3:00:00 PM",150,"Underground","confirmed",0
"1146",37.0881,-116.0528,0.64,5.8,"Hearts","DOE","USA","9/6/1979 3:00:00 PM",140,"Underground","confirmed",0
"1147",37.155,-116.0382,0.2,NA,"Pera","DOE","USA","9/8/1979 5:02:00 PM",20,"Underground","confirmed",0
"1148",37.2291,-116.3641,0.64,5.6,"Sheepshead","DOE","USA","9/26/1979 3:00:00 PM",150,"Underground","confirmed",0
"1149",36.994,-116.0241,0.23,3.8,"Backgammon","DOE","USA","11/29/1979 3:00:00 PM",20,"Underground","confirmed",0
"1150",37.1374,-116.0631,0.21,NA,"Azul","DOE","USA","12/14/1979 6:00:00 PM",20,"Underground","confirmed",0
"1151",37.1265,-116.0885,0.37,4.4,"Tarko","DOE","USA","2/28/1980 3:00:00 PM",20,"Underground","confirmed",0
"1152",37.1799,-116.0831,0.27,3.9,"Norbo","DOE","USA","3/8/1980 3:35:00 PM",20,"Underground","confirmed",0
"1153",37.1499,-116.0823,0.42,4.8,"Liptauer","DOE","USA","4/3/1980 2:00:00 PM",150,"Underground","confirmed",0
"1154",37.1011,-116.0305,0.58,5.3,"Pyramid","DOE","USA","4/16/1980 8:00:00 PM",150,"Underground","confirmed",0
"1155",37.056,-116.019,0.35,4.5,"Canfield","DOE","USA","5/2/1980 6:46:30 PM",20,"Underground","confirmed",0
"1156",37.0031,-116.0314,0.34,NA,"Flora","DOE","USA","5/22/1980 1:00:00 PM",20,"Underground","confirmed",0
"1157",37.2817,-116.4539,0.65,5.6,"Kash","DOE","USA","6/12/1980 5:15:00 PM",150,"Underground","confirmed",0
"1158",37.0233,-116.0341,0.32,4.5,"Huron King","DOE","USA","6/24/1980 3:10:00 PM",20,"Underground","confirmed",0
"1159",37.2563,-116.4774,0.68,5.6,"Tafi","DOE","USA","7/25/1980 7:05:00 PM",150,"Underground","confirmed",0
"1160",37.013,-116.0227,0.37,4.3,"Verdello","DOE","USA","7/31/1980 6:19:00 PM",20,"Underground","confirmed",0
"1161",37.0562,-116.0481,0.38,4.6,"Bonarda","DOE","USA","9/25/1980 2:45:00 PM",150,"Underground","confirmed",0
"1162",37.1159,-116.0646,0.42,NA,"Riola","DOE","USA","9/25/1980 3:26:30 PM",1.07,"Underground","confirmed",0
"1163",37.2113,-116.2054,0.39,4.7,"Miners Iron","DOE","USA","10/31/1980 6:00:00 PM",20,"Underground","confirmed",0
"1164",37.111,-116.0187,0.32,4.1,"Dauphin","DOE","USA","11/14/1980 4:50:00 PM",20,"Underground","confirmed",0
"1165",37.0871,-116.0448,0.56,5.7,"Baseball","DOE","USA","1/15/1981 8:25:00 PM",150,"Underground","confirmed",0
"1166",37.0109,-116.0322,0.35,NA,"Clairette","DOE","USA","2/5/1981 6:00:00 PM",20,"Underground","confirmed",0
"1167",37.1819,-116.0842,0.2,NA,"Seco","DOE","USA","2/25/1981 3:00:01 PM",20,"Underground","confirmed",0
"1168",37.1773,-116.0848,0.32,NA,"Vide","DOE","USA","4/30/1981 2:35:00 PM",20,"Underground","confirmed",0
"1169",37.1019,-116.0041,0.32,4.2,"Aligote","DOE","USA","5/29/1981 4:00:00 PM",20,"Underground","confirmed",0
"1170",37.3034,-116.3256,0.64,5.6,"Harzer","DOE","USA","6/6/1981 6:00:00 PM",150,"Underground","confirmed",0
"1171",37.1286,-116.0338,0.34,NA,"Niza","DOE","USA","7/10/1981 2:00:00 PM",20,"Underground","confirmed",0
"1172",37.0887,-116.0194,0.2,NA,"Pineau","DOE","USA","7/16/1981 3:00:00 PM",20,"Underground","confirmed",0
"1173",37.1537,-116.0351,0.2,NA,"Havarti","DOE","USA","8/5/1981 1:41:00 PM",20,"Underground","confirmed",0
"1174",37.1604,-116.0665,0.29,NA,"Islay","DOE","USA","8/27/1981 2:31:00 PM",20,"Underground","confirmed",0
"1175",37.0581,-116.0481,0.3,NA,"Trebbiano","DOE","USA","9/4/1981 3:00:00 PM",20,"Underground","confirmed",0
"1176",37.0085,-116.0238,0.21,NA,"Cernada","DOE","USA","9/24/1981 3:00:00 PM",20,"Underground","confirmed",0
"1177",37.0816,-116.0088,0.47,5.1,"Paliza","DOE","USA","10/1/1981 7:00:00 PM",150,"Underground","confirmed",0
"1178",37.0763,-116.0685,0.45,4.9,"Tilci","DOE","USA","11/11/1981 8:00:00 PM",150,"Underground","confirmed",0
"1179",37.1484,-116.0708,0.49,4.8,"Akavi","DOE","USA","12/3/1981 3:00:00 PM",150,"Underground","confirmed",0
"1180",37.1145,-116.1229,0.34,4.4,"Caboc","DOE","USA","12/16/1981 9:05:00 PM",20,"Underground","confirmed",0
"1181",37.0913,-116.0512,0.64,5.9,"Jornada","DOE","USA","1/28/1982 4:00:00 PM",139,"Underground","confirmed",0
"1182",37.2243,-116.4627,0.64,5.4,"Molbo","DOE","USA","2/12/1982 2:55:00 PM",150,"Underground","confirmed",0
"1183",37.348,-116.3161,0.64,5.6,"Hosta","DOE","USA","2/12/1982 3:25:00 PM",150,"Underground","confirmed",0
"1184",37.0168,-116.0099,0.36,4.5,"Tenaja","DOE","USA","4/17/1982 6:00:00 PM",20,"Underground","confirmed",0
"1185",37.1168,-116.1269,0.34,4.3,"Kryddost","DOE","USA","5/6/1982 8:00:00 PM",20,"Underground","confirmed",0
"1186",37.0691,-116.0455,0.56,5.7,"Bouschet","DOE","USA","5/7/1982 6:17:00 PM",150,"Underground","confirmed",0
"1187",37.1142,-116.0166,0.29,NA,"Kesti","DOE","USA","6/16/1982 2:00:01 PM",20,"Underground","confirmed",0
"1188",37.2362,-116.3702,0.2,5.6,"Nebbiolo","DOE","USA","6/24/1982 2:15:00 PM",150,"Underground","confirmed",0
"1189",37.1023,-116.075,0.12,4.5,"Monterey","DOE","USA","7/29/1982 8:05:00 PM",150,"Underground","confirmed",0
"1190",37.0842,-116.0065,0.2,5.7,"Atrisco","DOE","USA","8/5/1982 2:00:00 PM",138,"Underground","confirmed",0
"1191",37.1898,-116.0477,0.07,NA,"Queso","DOE","USA","8/11/1982 3:00:00 PM",20,"Underground","confirmed",0
"1192",37.0197,-116.0157,0.07,NA,"Cerro","DOE","USA","9/2/1982 2:00:00 PM",20,"Underground","confirmed",0
"1193",37,-116,0,NA,"Diamond Ace","NV209","USA","9/23/1982 12:00:00 AM",20,"Underground","confirmed",0
"1194",37.212,-116.2068,0.12,4.9,"Huron Landing","DOE","USA","9/23/1982 4:00:00 PM",20,"Underground","confirmed",0
"1195",37.1748,-116.0878,0.14,4.9,"Frisco","DOE","USA","9/23/1982 5:00:00 PM",150,"Underground","confirmed",0
"1196",37.0913,-116.0449,0.17,NA,"Borrego","DOE","USA","9/29/1982 1:30:00 PM",150,"Underground","confirmed",0
"1197",37.0237,-116.0321,0.37,4.4,"Seyval","DOE","USA","11/12/1982 7:17:00 PM",20,"Underground","confirmed",0
"1198",37.0302,-116.0719,0.41,4.8,"Manteca","DOE","USA","12/10/1982 3:20:00 PM",150,"Underground","confirmed",0
"1199",37.0506,-116.0453,0,NA,"Coalora","DOE","USA","2/11/1983 4:00:00 PM",20,"Underground","confirmed",0
"1200",37.1628,-116.0633,0,4,"Cheedam","DOE","USA","2/17/1983 5:00:00 PM",20,"Underground","confirmed",0
"1201",37.3007,-116.46,0,5.2,"Cabra","DOE","USA","3/26/1983 8:20:00 PM",150,"Underground","confirmed",0
"1202",37.0728,-116.046,0,5.7,"Turquoise","DOE","USA","4/14/1983 7:05:00 PM",150,"Underground","confirmed",0
"1203",37.0123,-116.0892,0,4.5,"Crowdie","DOE","USA","5/5/1983 3:20:00 PM",20,"Underground","confirmed",0
"1204",37,-116,0,NA,"Mini Jade","NV209","USA","5/26/1983 12:00:00 AM",20,"Underground","confirmed",0
"1205",37.1029,-116.0057,0,4.5,"Fahada","DOE","USA","5/26/1983 3:00:00 PM",20,"Underground","confirmed",0
"1206",37.1576,-116.0892,0,4.5,"Danablu","DOE","USA","6/9/1983 5:10:00 PM",20,"Underground","confirmed",0
"1207",37.119,-116.0889,0,4.2,"Laban","DOE","USA","8/3/1983 1:33:00 PM",20,"Underground","confirmed",0
"1208",36.9977,-116.0027,0,4.4,"Sabado","DOE","USA","8/11/1983 2:00:00 PM",20,"Underground","confirmed",0
"1209",37.2,-116.03,0,4.1,"Jarlsberg","ISC","USA","8/27/1983 2:00:00 PM",20,"Underground","confirmed",0
"1210",37.2728,-116.355,0,5.5,"Chancellor","DOE","USA","9/1/1983 2:00:00 PM",143,"Underground","confirmed",0
"1211",37.2097,-116.2093,0,NA,"Tomme/Midnight Zephyr","DOE","USA","9/21/1983 3:00:00 PM",20,"Underground","confirmed",0
"1212",37.113,-116.043,0,NA,"Branco","PDE","USA","9/21/1983 4:25:00 PM",40,"Air","confirmed",1
"1213",37.1056,-116.0494,0,NA,"Techado","DOE","USA","9/22/1983 3:00:00 PM",150,"Underground","confirmed",0
"1214",37,-116,0,NA,"Navata","NV209","USA","9/29/1983 12:00:00 AM",20,"Underground","confirmed",0
"1215",36.98,-116.02,0,NA,"Muggins","ISC","USA","12/9/1983 4:00:00 PM",20,"Underground","confirmed",0
"1216",37.1405,-116.0721,0,5.2,"Romano","DOE","USA","12/16/1983 6:30:00 PM",150,"Underground","confirmed",0
"1217",37.1127,-116.1217,0,4.1,"Gorbea","DOE","USA","1/31/1984 3:30:00 PM",150,"Underground","confirmed",0
"1218",37.2214,-116.1811,0,5.1,"Midas Myth/Milagro","DOE","USA","2/15/1984 5:00:00 PM",20,"Underground","confirmed",0
"1219",37.0658,-116.0463,0,5.9,"Tortugas","DOE","USA","3/1/1984 5:45:00 PM",150,"Underground","confirmed",0
