"","latitude","longitude","depth","mb","name","source","Country","datetime","max_yield","medium","confirmation","salvo"
"515",37.1243,-116.0339,0.19,NA,"Hoosic","SPRINGER","USA","3/28/1962 6:00:00 PM",3.4,"Underground","confirmed",0
"516",37.0469,-116.0369,0.14,NA,"Chinchilla II","SPRINGER","USA","3/31/1962 6:00:00 PM",20,"Underground","confirmed",0
"517",37.0445,-116.0235,0.26,4.3,"Dormouse Prime","SPRINGER","USA","4/5/1962 6:00:00 PM",10.6,"Underground","confirmed",0
"518",37.1177,-116.044,0.23,NA,"Passaic","SPRINGER","USA","4/6/1962 6:00:00 PM",20,"Underground","confirmed",0
"519",37.1272,-116.0449,0.15,NA,"Hudson","SPRINGER","USA","4/12/1962 6:00:00 PM",20,"Underground","confirmed",0
"520",37.222,-116.1574,0.19,NA,"Platte","SPRINGER","USA","4/14/1962 6:00:00 PM",1.85,"Underground","confirmed",0
"521",37.119,-116.0315,0.19,NA,"Dead","SPRINGER","USA","4/21/1962 6:40:00 PM",20,"Underground","confirmed",0
"522",2,-157,0,NA,"Adobe","NV209","USA","4/25/1962 12:00:00 AM",190,"Air","confirmed",0
"523",2,-157,0,NA,"Aztec","NV209","USA","4/27/1962 12:00:00 AM",410,"Air","confirmed",0
"524",37.1184,-116.0378,0.22,NA,"Black","SPRINGER","USA","4/27/1962 6:00:00 PM",20,"Underground","confirmed",0
"525",2,-157,0,NA,"Arkansas","NV209","USA","5/2/1962 12:00:00 AM",1090,"Air","confirmed",0
"526",2,-157,0,NA,"Questa","NV209","USA","5/4/1962 12:00:00 AM",670,"Air","confirmed",0
"527",4.8333,-149.4167,0,NA,"Frigate Bird","NV209","USA","5/6/1962 12:00:00 AM",0,"Air","confirmed",0
"528",37.0466,-116.025,0.26,NA,"Paca","SPRINGER","USA","5/7/1962 7:33:00 PM",20,"Underground","confirmed",0
"529",2,-157,0,NA,"Yukon","NV209","USA","5/8/1962 12:00:00 AM",100,"Air","confirmed",0
"530",2,-157,0,NA,"Mesilla","NV209","USA","5/9/1962 12:00:00 AM",100,"Air","confirmed",0
"531",37.1276,-116.0483,0.17,NA,"Arikaree","AEC","USA","5/10/1962 3:00:00 PM",20,"Underground","confirmed",0
"532",2,-157,0,NA,"Muskegon","NV209","USA","5/11/1962 12:00:00 AM",50,"Air","confirmed",0
"533",31.245,-124.2117,0.2,NA,"Swordfish","JOHNSON","USA","5/11/1962 8:02:06 PM",20,"Water","confirmed",0
"534",2,-157,0,NA,"Encino","NV209","USA","5/12/1962 12:00:00 AM",500,"Air","confirmed",0
"535",37.0652,-116.0304,0.43,4.6,"Aardvark","SPRINGER","USA","5/12/1962 7:00:00 PM",40,"Underground","confirmed",0
"536",2,-157,0,NA,"Swanee","NV209","USA","5/14/1962 12:00:00 AM",97,"Air","confirmed",0
"537",2,-157,0,NA,"Chetco","NV209","USA","5/19/1962 12:00:00 AM",73,"Air","confirmed",0
"538",37.1226,-116.0472,0.22,NA,"Eel","SPRINGER","USA","5/19/1962 3:00:00 PM",4.5,"Underground","confirmed",0
"539",2,-157,0,NA,"Tanana","NV209","USA","5/25/1962 12:00:00 AM",2.6,"Air","confirmed",0
"540",37.1248,-116.052,0.19,NA,"White","SPRINGER","USA","5/25/1962 3:00:00 PM",20,"Underground","confirmed",0
"541",2,-157,0,NA,"Nambe","NV209","USA","5/27/1962 12:00:00 AM",43,"Air","confirmed",0
"542",37.0456,-116.0345,0.16,NA,"Raccoon","SPRINGER","USA","6/1/1962 5:00:00 PM",20,"Underground","confirmed",0
"543",37.0457,-116.0393,0.26,NA,"Packrat","SPRINGER","USA","6/6/1962 5:00:00 PM",20,"Underground","confirmed",0
"544",2,-157,0,NA,"Alma","NV209","USA","6/8/1962 12:00:00 AM",782,"Air","confirmed",0
"545",2,-157,0,NA,"Truckee","NV209","USA","6/9/1962 12:00:00 AM",210,"Air","confirmed",0
"546",2,-157,0,NA,"Yeso","NV209","USA","6/10/1962 12:00:00 AM",3000,"Air","confirmed",0
"547",2,-157,0,NA,"Harlem","NV209","USA","6/12/1962 12:00:00 AM",1200,"Air","confirmed",0
"548",37.2222,-116.1621,0.2,NA,"Des Moines","SPRINGER","USA","6/13/1962 9:00:00 PM",2.9,"Underground","confirmed",0
"549",2,-157,0,NA,"Rinconada","NV209","USA","6/15/1962 12:00:00 AM",800,"Air","confirmed",0
"550",2,-157,0,NA,"Dulce","NV209","USA","6/17/1962 12:00:00 AM",52,"Air","confirmed",0
"551",2,-157,0,NA,"Petit","NV209","USA","6/19/1962 12:00:00 AM",2.2,"Air","confirmed",0
"552",37.0431,-116.0303,0.26,NA,"Daman I","SPRINGER","USA","6/21/1962 5:00:00 PM",20,"Underground","confirmed",0
"553",2,-157,0,NA,"Otowi","NV209","USA","6/22/1962 12:00:00 AM",81.5,"Air","confirmed",0
"554",2,-157,0,NA,"Bighorn","NV209","USA","6/27/1962 12:00:00 AM",7650,"Air","confirmed",0
"555",37.0416,-116.0353,0.41,4.9,"Haymaker","SPRINGER","USA","6/27/1962 6:00:00 PM",67,"Underground","confirmed",0
"556",37.0091,-116.2011,0.31,NA,"Marshmallow","SPRINGER","USA","6/28/1962 5:00:00 PM",20,"Underground","confirmed",0
"557",2,-157,0,NA,"Bluestone","NV209","USA","6/30/1962 12:00:00 AM",1270,"Air","confirmed",0
"558",37.1174,-116.0474,0.15,NA,"Sacramento","SPRINGER","USA","6/30/1962 9:30:00 PM",20,"Underground","confirmed",0
"559",37.177,-116.0454,0.19,4.4,"Sedan","SPRINGER","USA","7/6/1962 5:00:00 PM",104,"Underground","confirmed",0
"560",37,-116,0,NA,"Little Feller II","NV209","USA","7/7/1962 12:00:00 AM",20,"Air","confirmed",0
"561",17,-169,0,NA,"Starfish Prime","NV209","USA","7/9/1962 12:00:00 AM",1400,"Air","confirmed",0
"562",2,-157,0,NA,"Sunset","NV209","USA","7/10/1962 12:00:00 AM",1000,"Air","confirmed",0
"563",2,-157,0,NA,"Pamlico","NV209","USA","7/11/1962 12:00:00 AM",3880,"Air","confirmed",0
"564",37.1224,-116.333,0,NA,"Johnnie Boy","SPRINGER","USA","7/11/1962 4:45:00 PM",0.5,"Underground","confirmed",0
"565",37.0551,-116.0334,0.41,4.4,"Merrimac","SPRINGER","USA","7/13/1962 4:00:00 PM",200,"Underground","confirmed",0
"566",37,-116,0,3.7,"Small Boy","NV209","USA","7/14/1962 12:00:00 AM",20,"Air","confirmed",0
"567",37,-116,0,NA,"Little Feller I","NV209","USA","7/17/1962 12:00:00 AM",20,"Air","confirmed",0
"568",37.1297,-116.0565,0.15,4.3,"Wichita","SPRINGER","USA","7/27/1962 9:00:00 PM",20,"Underground","confirmed",0
"569",37.1186,-116.0395,0.23,4.4,"York","SPRINGER","USA","8/24/1962 3:00:00 PM",20,"Underground","confirmed",0
"570",37.0461,-116.0238,0.21,4.2,"Bobac","SPRINGER","USA","8/24/1962 5:00:00 PM",20,"Underground","confirmed",0
"571",37.1303,-116.0447,0.16,NA,"Raritan","AEC","USA","9/6/1962 5:00:00 PM",20,"Underground","confirmed",0
"572",37.0439,-116.0211,0.22,4.4,"Hyrax","SPRINGER","USA","9/14/1962 5:10:00 PM",20,"Underground","confirmed",0
"573",37.0551,-116.0293,0.24,NA,"Peba","SPRINGER","USA","9/20/1962 5:10:00 PM",20,"Underground","confirmed",0
"574",37.1167,-116.0328,0.21,NA,"Allegheny","SPRINGER","USA","9/29/1962 5:00:00 PM",20,"Underground","confirmed",0
"575",17,-169,0,NA,"Androscoggin","NV209","USA","10/2/1962 12:00:00 AM",75,"Air","confirmed",0
"576",37.1394,-116.0503,0.49,5.06,"Mississippi","SPRINGER","USA","10/5/1962 5:00:00 PM",115,"Underground","confirmed",0
"577",17,-169,0,NA,"Bumping","NV209","USA","10/6/1962 12:00:00 AM",11.3,"Air","confirmed",0
"578",37.1228,-116.0508,0.18,NA,"Roanoke","SPRINGER","USA","10/12/1962 3:00:00 PM",20,"Underground","confirmed",0
"579",37.0488,-116.0326,0.07,NA,"Wolverine","AEC","USA","10/12/1962 5:00:00 PM",20,"Underground","confirmed",0
"580",17,-169,0,NA,"Chama","NV209","USA","10/18/1962 12:00:00 AM",1590,"Air","confirmed",0
"581",37.1285,-116.0402,0.06,NA,"Tioga","AEC","USA","10/18/1962 3:00:00 PM",20,"Underground","confirmed",0
"582",37.0395,-116.0211,0.24,NA,"Bandicoot","SPRINGER","USA","10/19/1962 6:00:00 PM",12.5,"Underground","confirmed",0
"583",17,-169,0,NA,"Checkmate","NV209","USA","10/20/1962 12:00:00 AM",20,"Air","confirmed",0
"584",17,-169,0,NA,"Bluegill 3 Prime","NV209","USA","10/26/1962 12:00:00 AM",1000,"Air","confirmed",0
"585",17,-169,0,NA,"Calamity","NV209","USA","10/27/1962 12:00:00 AM",800,"Air","confirmed",0
"586",37.1493,-116.0535,0.32,NA,"Santee","SPRINGER","USA","10/27/1962 3:00:00 PM",20,"Underground","confirmed",0
"587",17,-169,0,NA,"Housatonic","NV209","USA","10/30/1962 12:00:00 AM",8300,"Air","confirmed",0
"588",17,-169,0,NA,"Kingfish","NV209","USA","11/1/1962 12:00:00 AM",1000,"Air","confirmed",0
"589",17,-169,0,NA,"Tightrope","NV209","USA","11/4/1962 12:00:00 AM",20,"Air","confirmed",0
"590",37.1638,-116.0733,0.17,NA,"St. Lawrence","AEC","USA","11/9/1962 6:00:00 PM",20,"Underground","confirmed",0
"591",37.0418,-116.0239,0.24,NA,"Gundi","AEC","USA","11/15/1962 4:30:00 PM",20,"Underground","confirmed",0
"592",37.1228,-116.029,0.23,NA,"Anacostia","SPRINGER","USA","11/27/1962 6:00:00 PM",20,"Underground","confirmed",0
"593",37.1281,-116.05,0.23,NA,"Taunton","AEC","USA","12/4/1962 4:00:00 PM",20,"Underground","confirmed",0
"594",37.1687,-116.2061,0.4,NA,"Madison","SPRINGER","USA","12/12/1962 5:25:00 PM",20,"Underground","confirmed",0
"595",37.0461,-116.0156,0.23,NA,"Numbat","SPRINGER","USA","12/12/1962 6:45:00 PM",20,"Underground","confirmed",0
"596",37.1242,-116.04,0.06,NA,"Manatee","AEC","USA","12/14/1962 6:00:00 PM",20,"Underground","confirmed",0
"597",37.1489,-116.0519,0.3,NA,"Casselman","SPRINGER","USA","2/8/1963 4:00:00 PM",20,"Underground","confirmed",0
"598",37.126,-116.0387,0.06,NA,"Hatchie","AEC","USA","2/8/1963 4:00:01 PM",20,"Underground","confirmed",0
"599",37.0461,-116.0211,0.26,NA,"Acushi","SPRINGER","USA","2/8/1963 6:30:00 PM",20,"Underground","confirmed",0
"600",37.0583,-116.0293,0.33,NA,"Ferret","AEC","USA","2/8/1963 6:30:00 PM",20,"Underground","confirmed",0
"601",37.049,-116.0318,0.06,NA,"Chipmunk","AEC","USA","2/15/1963 5:00:00 PM",20,"Underground","confirmed",0
"602",37.1203,-116.0457,0.23,NA,"Kaweah","SPRINGER","USA","2/21/1963 7:47:00 PM",20,"Underground","confirmed",0
"603",37.1548,-116.0799,0.16,NA,"Carmel","SPRINGER","USA","2/21/1963 7:47:09 PM",20,"Underground","confirmed",0
"604",37.0445,-116.0265,0.3,NA,"Jerboa","AEC","USA","3/1/1963 7:00:00 PM",20,"Underground","confirmed",0
"605",37.1258,-116.0448,0.13,NA,"Toyah","AEC","USA","3/15/1963 4:22:53 PM",20,"Underground","confirmed",0
"606",37.0417,-116.0184,0.28,NA,"Gerbil","SPRINGER","USA","3/29/1963 3:49:00 PM",20,"Underground","confirmed",0
"607",37.0373,-116.0239,0.24,NA,"Ferret Prime","SPRINGER","USA","4/5/1963 5:52:00 PM",20,"Underground","confirmed",0
"608",37.0488,-116.0303,0.07,NA,"Coypu","AEC","USA","4/10/1963 4:01:30 PM",20,"Underground","confirmed",0
"609",37.1567,-116.071,0.23,NA,"Cumberland","AEC","USA","4/11/1963 4:03:00 PM",20,"Underground","confirmed",0
"610",37.1206,-116.0363,0.18,NA,"Kootanai","AEC","USA","4/24/1963 4:09:30 PM",20,"Underground","confirmed",0
"611",37.1205,-116.0362,0.06,NA,"Paisano","AEC","USA","4/24/1963 4:09:30 PM",20,"Underground","confirmed",0
"612",37.0494,-116.0156,0.27,NA,"Gundi Prime","AEC","USA","5/9/1963 6:19:30 PM",20,"Underground","confirmed",0
"613",37,-115,0,NA,"Double Tracks","NV209","USA","5/15/1963 12:00:00 AM",0,"Air","confirmed",0
"614",37.0439,-116.0156,0.24,NA,"Harkee","AEC","USA","5/17/1963 2:55:00 PM",20,"Underground","confirmed",0
"615",37.0483,-116.0324,0.07,NA,"Tejon","AEC","USA","5/17/1963 2:55:00 PM",20,"Underground","confirmed",0
"616",37.1111,-116.0391,0.39,4.84,"Stones","SPRINGER","USA","5/22/1963 3:40:00 PM",200,"Underground","confirmed",0
"617",37,-115,0,NA,"Clean Slate I","NV209","USA","5/25/1963 12:00:00 AM",0,"Air","confirmed",0
"618",37.1281,-116.0425,0.21,NA,"Pleasant","AEC","USA","5/29/1963 3:03:30 PM",20,"Underground","confirmed",0
"619",37,-115,0,NA,"Clean Slate II","NV209","USA","5/31/1963 12:00:00 AM",0,"Air","confirmed",0
"620",37.1966,-116.2092,0.24,4.36,"Yuba","SPRINGER","USA","6/5/1963 5:00:00 PM",3.1,"Underground","confirmed",0
"621",37.045,-116.0364,0.13,NA,"Hutia","SPRINGER","USA","6/6/1963 2:00:00 PM",20,"Underground","confirmed",0
"622",37.1247,-116.04,0.09,NA,"Apshapa","AEC","USA","6/6/1963 4:58:00 PM",20,"Underground","confirmed",0
"623",37,-115,0,NA,"Clean Slate III","NV209","USA","6/9/1963 12:00:00 AM",0,"Air","confirmed",0
"624",37.0461,-116.0184,0.2,NA,"Mataco","SPRINGER","USA","6/14/1963 2:10:00 PM",20,"Underground","confirmed",0
"625",37.1314,-116.0681,0.23,NA,"Kennebec","SPRINGER","USA","6/25/1963 11:00:00 PM",20,"Underground","confirmed",0
"626",37.0417,-116.0156,0.3,NA,"Pekan","SPRINGER","USA","8/12/1963 11:45:00 PM",20,"Underground","confirmed",0
"627",37.1541,-116.0766,0.23,NA,"Satsop","SPRINGER","USA","8/15/1963 1:00:00 PM",20,"Underground","confirmed",0
"628",37.125,-116.0354,0.25,NA,"Kohocton","SPRINGER","USA","8/23/1963 1:20:00 PM",40,"Air","confirmed",1
"629",37.1634,-116.0806,0.23,NA,"Ahtanum","SPRINGER","USA","9/13/1963 1:53:00 PM",20,"Underground","confirmed",0
"630",37.0604,-116.0217,0.71,5.8,"Bilby","SPRINGER","USA","9/13/1963 5:00:00 PM",249,"Underground","confirmed",0
"631",37,-116,0,NA,"Narraguagus","NV209","USA","9/27/1963 12:00:00 AM",20,"Underground","confirmed",0
"632",37,-116,0,NA,"Carp","NV209","USA","9/27/1963 12:00:00 AM",20,"Underground","confirmed",0
"633",37.0373,-116.0212,0.26,NA,"Grunion","SPRINGER","USA","10/11/1963 2:00:00 PM",20,"Underground","confirmed",0
"634",37.1187,-116.0339,0.15,NA,"Tornillo","SPRINGER","USA","10/11/1963 2:00:00 PM",20,"Underground","confirmed",0
"635",37.1982,-116.2295,0.55,5.3,"Clearwater","SPRINGER","USA","10/16/1963 5:00:00 PM",200,"Underground","confirmed",0
"636",37,-116,0,NA,"Mullet","NV209","USA","10/17/1963 12:00:00 AM",20,"Underground","confirmed",0
"637",39.2002,-118.3803,0.37,4.9,"Shoal","SPRINGER","USA","10/26/1963 5:00:00 PM",12,"Underground","confirmed",0
"638",37.0395,-116.0184,0.26,NA,"Anchovy","SPRINGER","USA","11/14/1963 4:00:00 PM",20,"Underground","confirmed",0
"639",37.1323,-116.0469,0.17,NA,"Mustang","SPRINGER","USA","11/15/1963 3:00:00 PM",20,"Underground","confirmed",0
"640",37.1193,-116.0452,0.3,NA,"Greys","SPRINGER","USA","11/22/1963 5:30:00 PM",200,"Underground","confirmed",0
"641",37.0396,-116.0294,0.26,NA,"Barracuda","SPRINGER","USA","12/4/1963 4:38:30 PM",40,"Air","confirmed",1
"642",37.131,-116.0439,0.16,NA,"Eagle","SPRINGER","USA","12/12/1963 4:02:00 PM",5.3,"Underground","confirmed",0
"643",37,-116,0,NA,"Tuna","NV209","USA","12/20/1963 12:00:00 AM",20,"Underground","confirmed",0
"644",37.1423,-116.0491,0.49,5.2,"Fore","SPRINGER","USA","1/16/1964 4:00:00 PM",200,"Underground","confirmed",0
"645",37.1264,-116.0363,0.26,4.2,"Oconto","SPRINGER","USA","1/23/1964 4:00:00 PM",10.5,"Underground","confirmed",0
"646",37,-116,0,NA,"Club","NV209","USA","1/30/1964 12:00:00 AM",20,"Underground","confirmed",0
"647",37,-116,0,NA,"Solendon","NV209","USA","2/12/1964 12:00:00 AM",20,"Underground","confirmed",0
"648",37,-116,0,NA,"Bunker","NV209","USA","2/13/1964 12:00:00 AM",20,"Underground","confirmed",0
"649",37,-116,0,NA,"Mackerel","NV209","USA","2/18/1964 12:00:00 AM",20,"Underground","confirmed",0
"650",37,-116,0,NA,"Bonefish","NV209","USA","2/18/1964 12:00:00 AM",20,"Underground","confirmed",0
"651",37.1509,-116.0401,0.49,5.1,"Klickitat","SPRINGER","USA","2/20/1964 3:30:00 PM",200,"Underground","confirmed",0
"652",37,-116,0,NA,"Handicap","NV209","USA","3/12/1964 12:00:00 AM",20,"Underground","confirmed",0
"653",37.0505,-116.0115,0.11,NA,"Pike","SPRINGER","USA","3/13/1964 4:02:00 PM",20,"Underground","confirmed",0
"654",37.1289,-116.0298,0.2,NA,"Hook","SPRINGER","USA","4/14/1964 2:40:00 PM",20,"Underground","confirmed",0
"655",37.0439,-116.0184,0.15,NA,"Sturgeon","SPRINGER","USA","4/15/1964 2:30:00 PM",20,"Underground","confirmed",0
"656",37,-116,0,NA,"Bogey","NV209","USA","4/17/1964 12:00:00 AM",20,"Underground","confirmed",0
"657",37.1496,-116.0554,0.51,5.2,"Turf","SPRINGER","USA","4/24/1964 8:10:00 PM",200,"Underground","confirmed",0
"658",37.0396,-116.0266,0.26,4.1,"Pipefish","SPRINGER","USA","4/29/1964 8:47:00 PM",20,"Underground","confirmed",0
"659",37,-116,0,NA,"Driver","NV209","USA","5/7/1964 12:00:00 AM",20,"Underground","confirmed",0
"660",37.1173,-116.0389,0.16,NA,"Backswing","SPRINGER","USA","5/14/1964 2:40:00 PM",20,"Underground","confirmed",0
"661",37.0417,-116.0122,0.24,NA,"Minnow","SPRINGER","USA","5/15/1964 4:15:00 PM",20,"Underground","confirmed",0
"662",37.1486,-116.076,0.26,NA,"Ace","SPRINGER","USA","6/11/1964 4:45:00 PM",20,"Underground","confirmed",0
"663",37,-116,0,NA,"Bitterling","NV209","USA","6/12/1964 12:00:00 AM",20,"Underground","confirmed",0
"664",37,-116,0,NA,"Duffer","NV209","USA","6/18/1964 12:00:00 AM",20,"Underground","confirmed",0
"665",37.1111,-116.0288,0.21,NA,"Fade","SPRINGER","USA","6/25/1964 1:30:00 PM",20,"Underground","confirmed",0
"666",37.1744,-116.0564,0.26,NA,"Dub","SPRINGER","USA","6/30/1964 1:33:00 PM",20,"Underground","confirmed",0
"667",37.1822,-116.0454,0.39,NA,"Bye","SPRINGER","USA","7/16/1964 1:15:00 PM",200,"Underground","confirmed",0
"668",37,-116,0,NA,"Links","NV209","USA","7/23/1964 12:00:00 AM",20,"Underground","confirmed",0
"669",37,-116,0,NA,"Trogon","NV209","USA","7/24/1964 12:00:00 AM",20,"Underground","confirmed",0
"670",37.159,-116.0831,0.17,NA,"Alva","SPRINGER","USA","8/19/1964 4:00:00 PM",4.4,"Underground","confirmed",0
"671",37.0653,-116.0154,0.45,NA,"Canvasback","SPRINGER","USA","8/22/1964 10:17:00 PM",20,"Underground","confirmed",0
"672",37,-116,0,NA,"Player","NV209","USA","8/27/1964 12:00:00 AM",20,"Underground","confirmed",0
"673",37.067,-116.0223,0.36,NA,"Haddock","SPRINGER","USA","8/28/1964 5:06:00 PM",20,"Underground","confirmed",0
"674",37.0176,-116.0227,0.26,NA,"Guanay","SPRINGER","USA","9/4/1964 6:15:00 PM",20,"Underground","confirmed",0
"675",37,-116,0,NA,"Spoon","NV209","USA","9/11/1964 12:00:00 AM",20,"Underground","confirmed",0
"676",37.0779,-116.0085,0.45,4.89,"Auk","SPRINGER","USA","10/2/1964 8:03:00 PM",20,"Underground","confirmed",0
"677",37.1513,-116.077,0.41,4.8,"Par","SPRINGER","USA","10/9/1964 2:00:00 PM",38,"Underground","confirmed",0
"678",37.0395,-116.0157,0.26,NA,"Barbel","SPRINGER","USA","10/16/1964 3:59:30 PM",40,"Air","confirmed",1
"679",31.1421,-89.5699,0.83,4.6,"Salmon","SPRINGER","USA","10/22/1964 4:00:00 PM",5.3,"Underground","confirmed",0
"680",37,-116,0,NA,"Garden","NV209","USA","10/23/1964 12:00:00 AM",20,"Underground","confirmed",0
"681",37.1072,-116.0323,0.39,NA,"Forest","SPRINGER","USA","10/31/1964 5:04:59 PM",20,"Underground","confirmed",0
"682",37.1744,-116.067,0.4,4.8,"Handcar","SPRINGER","USA","11/5/1964 3:00:00 PM",12,"Underground","confirmed",0
"683",37.1343,-116.0697,0.22,NA,"Drill (Target-Upper)","AEC","USA","12/5/1964 9:15:00 PM",19,"Air","confirmed",1
"684",37.1144,-116.0534,0.4,4.8,"Crepe","SPRINGER","USA","12/5/1964 9:15:00 PM",200,"Underground","confirmed",0
"685",37,-116,0,NA,"Cassowary","NV209","USA","12/16/1964 12:00:00 AM",40,"Air","confirmed",1
"686",37.0348,-116.0123,0.18,NA,"Parrot","SPRINGER","USA","12/16/1964 8:00:00 PM",1.3,"Underground","confirmed",0
"687",37.1778,-116.067,0.15,NA,"Mudpack","SPRINGER","USA","12/16/1964 8:10:00 PM",2.7,"Underground","confirmed",0
"688",37.0825,-116.3425,0.03,NA,"Sulky","SPRINGER","USA","12/18/1964 7:35:00 PM",0.092,"Underground","confirmed",0
"689",37.119,-116.0248,0.22,NA,"Wool","SPRINGER","USA","1/14/1965 4:00:00 PM",20,"Underground","confirmed",0
"690",37,-116,0,NA,"Tern","NV209","USA","1/29/1965 12:00:00 AM",20,"Underground","confirmed",0
"691",37.1308,-116.0616,0.23,NA,"Cashmere","SPRINGER","USA","2/4/1965 3:30:00 PM",20,"Underground","confirmed",0
"692",37.1645,-116.0766,0.22,NA,"Alpaca","SPRINGER","USA","2/12/1965 3:10:30 PM",0.33,"Underground","confirmed",0
"693",37.0516,-116.0238,0.3,NA,"Merlin","SPRINGER","USA","2/16/1965 5:30:00 PM",10.1,"Underground","confirmed",0
"694",36.818,-115.9492,0.18,4.54,"Wishbone","SPRINGER","USA","2/18/1965 4:18:47 PM",20,"Underground","confirmed",0
"695",37,-116,0,NA,"Seersucker","NV209","USA","2/19/1965 12:00:00 AM",20,"Underground","confirmed",0
"696",37.0645,-116.0372,0.75,5.33,"Wagtail","SPRINGER","USA","3/3/1965 7:13:00 PM",200,"Underground","confirmed",0
"697",37,-116,0,NA,"Suede","NV209","USA","3/20/1965 12:00:00 AM",20,"Underground","confirmed",0
"698",37.1476,-116.0429,0.54,5.25,"Cup","SPRINGER","USA","3/26/1965 3:34:08 PM",200,"Underground","confirmed",0
"699",37.0258,-116.0226,0.45,NA,"Kestrel","SPRINGER","USA","4/5/1965 9:00:00 PM",20,"Underground","confirmed",0
"700",37.2804,-116.5236,0.09,4.33,"Palanquin","SPRINGER","USA","4/14/1965 1:14:00 PM",4.3,"Underground","confirmed",0
"701",37.0072,-116.2021,0.3,5,"Gum Drop","SPRINGER","USA","4/21/1965 10:00:00 PM",20,"Underground","confirmed",0
"702",37,-116,0,NA,"Chenille","NV209","USA","4/22/1965 12:00:00 AM",20,"Underground","confirmed",0
"703",37.0174,-115.9953,0.32,NA,"Muscovy","AEC","USA","4/23/1965 9:44:00 PM",20,"Underground","confirmed",0
"704",37.1404,-116.0666,0.18,NA,"Tee","SPRINGER","USA","5/7/1965 3:47:11 PM",7,"Underground","confirmed",0
"705",37.2427,-116.4309,0.7,NA,"Buteo","SPRINGER","USA","5/12/1965 6:15:00 PM",20,"Underground","confirmed",0
"706",36.8234,-115.9668,0.29,NA,"Cambric","AEC","USA","5/14/1965 2:57:52 PM",0.75,"Underground","confirmed",0
"707",37.0588,-116.0105,0.43,NA,"Scaup","SPRINGER","USA","5/14/1965 5:32:36 PM",20,"Underground","confirmed",0
"708",37.1186,-116.0277,0.28,NA,"Tweed","SPRINGER","USA","5/21/1965 1:08:52 PM",20,"Underground","confirmed",0
"709",37,-116,0,NA,"Organdy","NV209","USA","6/11/1965 12:00:00 AM",20,"Underground","confirmed",0
"710",37.0428,-116.017,0.18,NA,"Petrel","SPRINGER","USA","6/11/1965 7:45:00 PM",1.3,"Underground","confirmed",0
"711",36.8181,-115.9561,0.19,4.48,"Diluted Waters","SPRINGER","USA","6/16/1965 4:30:00 PM",20,"Underground","confirmed",0
"712",37.2234,-116.057,0.11,NA,"Tiny Tot","SPRINGER","USA","6/17/1965 5:00:00 PM",20,"Underground","confirmed",0
"713",37,-116,0,NA,"Izzer","NV209","USA","7/16/1965 12:00:00 AM",20,"Underground","confirmed",0
"714",37,-116,0,NA,"Pongee","NV209","USA","7/22/1965 12:00:00 AM",20,"Underground","confirmed",0
"715",37.0978,-116.033,0.53,5.4,"Bronze","SPRINGER","USA","7/23/1965 5:00:00 PM",200,"Underground","confirmed",0
"716",37.0177,-116.0398,0.32,NA,"Mauve","SPRINGER","USA","8/6/1965 5:23:30 PM",20,"Underground","confirmed",0
"717",37,-116,0,NA,"Ticking","NV209","USA","8/21/1965 12:00:00 AM",20,"Underground","confirmed",0
"718",37.1373,-116.0701,0.17,NA,"Centaur","SPRINGER","USA","8/27/1965 1:51:13 PM",20,"Underground","confirmed",0
"719",37.023,-116.009,0.3,4.2,"Moa","SPRINGER","USA","9/1/1965 8:08:00 PM",40,"Air","confirmed",1
"720",37.111,-116.0346,0.22,NA,"Elkhart","SPRINGER","USA","9/17/1965 3:08:23 PM",20,"Underground","confirmed",0
"721",51.4381,179.1826,0.7,6.1,"Long Shot","SPRINGER","USA","10/29/1965 9:00:00 PM",80,"Underground","confirmed",0
"722",37.05,-116.0221,0.24,NA,"Sepia","SPRINGER","USA","11/12/1965 6:00:00 PM",20,"Underground","confirmed",0
"723",37,-116,0,NA,"Kermet","NV209","USA","11/23/1965 12:00:00 AM",20,"Underground","confirmed",0
"724",37.1648,-116.0523,0.68,5.62,"Corduroy","SPRINGER","USA","12/3/1965 3:13:02 PM",200,"Underground","confirmed",0
"725",37.1408,-116.0632,0.26,NA,"Emerson","SPRINGER","USA","12/16/1965 3:39:18 PM",20,"Underground","confirmed",0
"726",37.0726,-116.0291,0.5,5.3,"Buff","SPRINGER","USA","12/16/1965 7:15:00 PM",200,"Underground","confirmed",0
"727",37.1162,-116.0275,0.18,NA,"Maxwell","SPRINGER","USA","1/13/1966 3:37:43 PM",20,"Underground","confirmed",0
"728",37,-116,0,NA,"Sienna","NV209","USA","1/18/1966 12:00:00 AM",20,"Underground","confirmed",0
"729",37.0917,-116.0187,0.56,5.2,"Lampblack","SPRINGER","USA","1/18/1966 6:35:00 PM",200,"Underground","confirmed",0
"730",37.0317,-116.0158,0.33,NA,"Dovekie","SPRINGER","USA","1/21/1966 6:28:00 PM",20,"Underground","confirmed",0
"731",37,-116,0,NA,"Reo","NV209","USA","1/22/1966 12:00:00 AM",20,"Underground","confirmed",0
"732",37.1263,-116.0695,0.27,4.3,"Plaid II","SPRINGER","USA","2/3/1966 6:17:37 PM",20,"Underground","confirmed",0
"733",37.2718,-116.4338,0.67,5,"Rex","SPRINGER","USA","2/24/1966 3:55:07 PM",19,"Underground","confirmed",0
